,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
1047,jesse dylan,josh hutcherson,will ferrell,robert duvall,comedy family romance sport,kicking & screaming,josh hutcherson will ferrell robert duvall jesse dylan comedy family romance sport
1048,garth jennings,zooey deschanel,kelly macdonald,thomas lennon,adventure comedy sci-fi,the hitchhiker's guide to the galaxy,zooey deschanel kelly macdonald thomas lennon garth jennings adventure comedy sci-fi
1049,joel zwick,dania ramirez,nick zano,alice greczyn,comedy family fantasy romance,fat albert,dania ramirez nick zano alice greczyn joel zwick comedy family fantasy romance
1050,russell mulcahy,milla jovovich,mike epps,james tumminia,action horror sci-fi thriller,resident evil: extinction,milla jovovich mike epps james tumminia russell mulcahy action horror sci-fi thriller
1051,frank coraci,bella thorne,adam sandler,joel mchale,comedy romance,blended,bella thorne adam sandler joel mchale frank coraci comedy romance
1052,wayne wang,ll cool j,alicia witt,timothy hutton,adventure comedy drama,last holiday,ll cool j alicia witt timothy hutton wayne wang adventure comedy drama
1053,curtis hanson,meryl streep,glenn morshower,william lucking,action adventure crime thriller,the river wild,meryl streep glenn morshower william lucking curtis hanson action adventure crime thriller
1054,frank oz,steve coogan,vincent kartheiser,david keith,drama family fantasy,the indian in the cupboard,steve coogan vincent kartheiser david keith frank oz drama family fantasy
1055,oliver stone,demián bichir,shea whigham,gary stretch,crime drama thriller,savages,demián bichir shea whigham gary stretch oliver stone crime drama thriller
1056,david r. ellis,richard burgi,valerie cruz,will beinbrink,action crime thriller,cellular,richard burgi valerie cruz will beinbrink david r. ellis action crime thriller
1057,peter howitt,kevin mcnally,natalie imbruglia,ben miller,action adventure comedy,johnny english,kevin mcnally natalie imbruglia ben miller peter howitt action adventure comedy
1058,john a. davis,nicolas cage,meryl streep,julia roberts,adventure animation comedy family fantasy,the ant bully,nicolas cage meryl streep julia roberts john a. davis adventure animation comedy family fantasy
1059,david lynch,virginia madsen,jürgen prochnow,josé ferrer,action adventure sci-fi,dune,virginia madsen jürgen prochnow josé ferrer david lynch action adventure sci-fi
1060,sam mendes,leonardo dicaprio,kate winslet,joe komara,drama romance,revolutionary road,leonardo dicaprio kate winslet joe komara sam mendes drama romance
1061,richard donner,bruce willis,david zayas,sasha roiz,action crime drama thriller,16 blocks,bruce willis david zayas sasha roiz richard donner action crime drama thriller
1062,mathieu kassovitz,vin diesel,charlotte rampling,david belle,action adventure sci-fi thriller,babylon a.d.,vin diesel charlotte rampling david belle mathieu kassovitz action adventure sci-fi thriller
1063,john gray,alexa penavega,bob gunton,keenen ivory wayans,action comedy crime drama thriller,the glimmer man,alexa penavega bob gunton keenen ivory wayans john gray action comedy crime drama thriller
1064,harold ramis,john de lancie,brian doyle-murray,obba babatundé,comedy romance sci-fi,multiplicity,john de lancie brian doyle-murray obba babatundé harold ramis comedy romance sci-fi
1065,john schultz,malese jow,carter jenkins,tim meadows,adventure comedy family fantasy sci-fi,aliens in the attic,malese jow carter jenkins tim meadows john schultz adventure comedy family fantasy sci-fi
1066,sean penn,costas mandylor,adrien dorval,nels lennarson,crime drama mystery thriller,the pledge,costas mandylor adrien dorval nels lennarson sean penn crime drama mystery thriller
1067,susan stroman,jon lovitz,will ferrell,matthew broderick,comedy musical,the producers,jon lovitz will ferrell matthew broderick susan stroman comedy musical
1068,pete travis,wood harris,jason cope,rakie ayola,action sci-fi,dredd,wood harris jason cope rakie ayola pete travis action sci-fi
1069,simon wincer,cary-hiroyuki tagawa,treat williams,kristy swanson,action adventure comedy fantasy,the phantom,cary-hiroyuki tagawa treat williams kristy swanson simon wincer action adventure comedy fantasy
1070,billy bob thornton,matt damon,henry thomas,sam shepard,drama romance western,all the pretty horses,matt damon henry thomas sam shepard billy bob thornton drama romance western
1071,oliver stone,anthony hopkins,bob hoskins,joan allen,biography drama history,nixon,anthony hopkins bob hoskins joan allen oliver stone biography drama history
1072,roman polanski,jim belushi,olivia williams,timothy hutton,mystery thriller,the ghost writer,jim belushi olivia williams timothy hutton roman polanski mystery thriller
1073,stephen sommers,djimon hounsou,jason flemyng,wes studi,action adventure horror sci-fi,deep rising,djimon hounsou jason flemyng wes studi stephen sommers action adventure horror sci-fi
1074,spike lee,joseph gordon-levitt,omari hardwick,laz alonso,action crime drama thriller war,miracle at st. anna,joseph gordon-levitt omari hardwick laz alonso spike lee action crime drama thriller war
1075,yimou zhang,li gong,ye liu,man li,drama romance,curse of the golden flower,li gong ye liu man li yimou zhang drama romance
1076,danny pang,nicolas cage,charlie yeung,james with,action crime thriller,bangkok dangerous,nicolas cage charlie yeung james with danny pang action crime thriller
1077,barry sonnenfeld,zooey deschanel,janeane garofalo,omar epps,comedy crime thriller,big trouble,zooey deschanel janeane garofalo omar epps barry sonnenfeld comedy crime thriller
1078,mike newell,marcela mar,giovanna mezzogiorno,unax ugalde,drama romance,love in the time of cholera,marcela mar giovanna mezzogiorno unax ugalde mike newell drama romance
1079,unknown,pierre perrier,clotilde hesme,céline sallette,drama fantasy horror mystery,the returned            ,pierre perrier clotilde hesme céline sallette unknown drama fantasy horror mystery
1080,george p. cosmatos,sam waterston,ben gazzara,nicholas turturro,action thriller,shadow conspiracy,sam waterston ben gazzara nicholas turturro george p. cosmatos action thriller
1081,oliver parker,daniel kaluuya,tim mcinnerny,togo igawa,action adventure comedy crime,johnny english reborn,daniel kaluuya tim mcinnerny togo igawa oliver parker action adventure comedy crime
1082,lawrence kasanoff,jerry stiller,larry miller,harvey fierstein,action animation comedy family fantasy,foodfight!,jerry stiller larry miller harvey fierstein lawrence kasanoff action animation comedy family fantasy
1083,ben affleck,clea duvall,scoot mcnairy,tate donovan,biography drama history thriller,argo,clea duvall scoot mcnairy tate donovan ben affleck biography drama history thriller
1084,andrew davis,harrison ford,daniel roebuck,sela ward,action adventure crime drama mystery thriller,the fugitive,harrison ford daniel roebuck sela ward andrew davis action adventure crime drama mystery thriller
1085,andy tennant,gerard butler,dorian missick,peter greene,action comedy romance,the bounty hunter,gerard butler dorian missick peter greene andy tennant action comedy romance
1086,barry levinson,robert de niro,brad pitt,minnie driver,crime drama thriller,sleepers,robert de niro brad pitt minnie driver barry levinson crime drama thriller
1087,george p. cosmatos,sylvester stallone,julia nickson,martin kove,action adventure thriller war,rambo: first blood part ii,sylvester stallone julia nickson martin kove george p. cosmatos action adventure thriller war
1088,brian gibson,joseph gordon-levitt,demi moore,anne heche,drama thriller,the juror,joseph gordon-levitt demi moore anne heche brian gibson drama thriller
1089,norman ferguson,mel blanc,dickie jones,cliff edwards,animation family fantasy musical,pinocchio,mel blanc dickie jones cliff edwards norman ferguson animation family fantasy musical
1090,michael cimino,jeff bridges,sam waterston,isabelle huppert,adventure drama western,heaven's gate,jeff bridges sam waterston isabelle huppert michael cimino adventure drama western
1091,len wiseman,sophia myles,tony curran,derek jacobi,action adventure fantasy sci-fi thriller,underworld: evolution,sophia myles tony curran derek jacobi len wiseman action adventure fantasy sci-fi thriller
1092,gus van sant,f. murray abraham,rob brown,michael nouri,drama,finding forrester,f. murray abraham rob brown michael nouri gus van sant drama
1093,betty thomas,steve buscemi,viggo mortensen,elizabeth perkins,comedy drama,28 days,steve buscemi viggo mortensen elizabeth perkins betty thomas comedy drama
1094,louis leterrier,morgan freeman,jet li,bob hoskins,action crime drama thriller,unleashed,morgan freeman jet li bob hoskins louis leterrier action crime drama thriller
1095,roger kumble,judith chapman,lillian adams,chelsea bond,comedy romance,the sweetest thing,judith chapman lillian adams chelsea bond roger kumble comedy romance
1096,sydney pollack,tom cruise,holly hunter,wilford brimley,drama mystery thriller,the firm,tom cruise holly hunter wilford brimley sydney pollack drama mystery thriller
1097,burr steers,augustus prew,charlie tahan,valerie tian,drama fantasy romance,charlie st. cloud,augustus prew charlie tahan valerie tian burr steers drama fantasy romance
1098,simon west,jason statham,tony goldwyn,mini anden,action crime thriller,the mechanic,jason statham tony goldwyn mini anden simon west action crime thriller
1099,phil lord,channing tatum,dax flame,rob riggle,action comedy crime,21 jump street,channing tatum dax flame rob riggle phil lord action comedy crime
1100,roger michell,julia roberts,clarke peters,dylan moran,comedy drama romance,notting hill,julia roberts clarke peters dylan moran roger michell comedy drama romance
1101,peter lord,imelda staunton,miranda richardson,julia sawalha,adventure animation comedy drama family,chicken run,imelda staunton miranda richardson julia sawalha peter lord adventure animation comedy drama family
1102,john hamburg,philip seymour hoffman,masi oka,debra messing,comedy romance,along came polly,philip seymour hoffman masi oka debra messing john hamburg comedy romance
1103,reginald hudlin,john witherspoon,eartha kitt,geoffrey holder,comedy drama romance,boomerang,john witherspoon eartha kitt geoffrey holder reginald hudlin comedy drama romance
1104,paul feig,michael rapaport,william xifaras,demián bichir,action comedy crime,the heat,michael rapaport william xifaras demián bichir paul feig action comedy crime
1105,joseph l. mankiewicz,martin landau,richard burton,roddy mcdowall,biography drama history romance,cleopatra,martin landau richard burton roddy mcdowall joseph l. mankiewicz biography drama history romance
1106,frank coraci,salma hayek,reggie lee,charice,action comedy sport,here comes the boom,salma hayek reggie lee charice frank coraci action comedy sport
1107,carl franklin,morgan freeman,adam scott,bruce davison,crime drama mystery thriller,high crimes,morgan freeman adam scott bruce davison carl franklin crime drama mystery thriller
1108,barbra streisand,jeff bridges,austin pendleton,mimi rogers,comedy drama romance,the mirror has two faces,jeff bridges austin pendleton mimi rogers barbra streisand comedy drama romance
1109,mark pellington,debra messing,will patton,david eigenberg,drama horror mystery thriller,the mothman prophecies,debra messing will patton david eigenberg mark pellington drama horror mystery thriller
